,Name,Year,blank,blank,League,blank,Games Played,Games Started,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame
4012,Billy Thompson,Career,,,NBA,,300,149,22.3,3.6,7.1,.505,0.0,0.0,.154,3.6,7.1,.507,.505,1.4,2.1,.674,2.2,3.2,5.4,1.7,0.5,0.9,1.8,2.7,8.6
4013,Brooks Thompson,Career,,,NBA,,168,8,10.2,1.7,4.0,.409,0.9,2.4,.376,0.8,1.7,.456,.519,0.3,0.5,.647,0.2,0.8,0.9,1.7,0.5,0.0,0.9,1.4,4.5
4014,Corny Thompson,Career,,,NBA,,44,2,11.8,1.0,3.1,.314,0.0,0.0,,1.0,3.1,.314,.314,0.8,1.0,.783,0.9,1.8,2.7,0.8,0.3,0.2,0.7,2.1,2.8
4015,David Thompson,Career,,,TOT,,592,69,32.8,8.5,16.8,.505,0.1,0.3,.255,8.4,16.6,.508,.507,5.7,7.3,.781,1.6,2.5,4.1,3.3,1.0,0.9,2.7,2.7,22.7
4016,Dijon Thompson,Career,,,NBA,,16,0,5.8,1.1,2.5,.425,0.3,0.8,.308,0.8,1.7,.481,.475,0.4,0.5,.875,0.4,0.8,1.2,0.2,0.2,0.1,0.2,0.5,2.8
4017,George Thompson,Career,,,TOT,,437,,32.1,6.8,14.5,.465,0.3,1.0,.265,6.5,13.7,.478,.473,4.8,6.3,.762,1.3,2.0,3.3,3.6,1.2,0.2,2.6,2.8,18.6
4018,Hollis Thompson,Career,,,NBA,,265,90,24.2,2.8,6.8,.413,1.4,3.6,.386,1.4,3.2,.444,.514,0.8,1.1,.707,0.8,2.4,3.1,1.1,0.6,0.3,0.8,2.0,7.7
4020,Jason Thompson,Career,,,NBA,,588,412,25.2,3.6,7.2,.496,0.0,0.1,.143,3.6,7.2,.500,.497,1.7,2.5,.657,2.1,4.4,6.6,1.1,0.5,0.7,1.3,3.0,8.9
4022,Kevin Thompson,Career,,,NBA,,14,0,4.1,0.4,1.0,.429,0.0,0.1,.000,0.4,0.9,.462,.429,0.1,0.1,.500,0.5,0.4,0.9,0.2,0.0,0.1,0.4,0.8,0.9
4023,Klay Thompson,Career,,,NBA,,526,489,32.9,7.2,15.6,.458,2.9,6.9,.423,4.3,8.8,.486,.551,2.0,2.3,.851,0.4,3.0,3.4,2.3,0.9,0.5,1.7,2.2,19.2
4024,LaSalle Thompson,Career,,,NBA,,985,516,21.6,3.2,6.5,.492,0.0,0.0,.154,3.2,6.4,.493,.492,1.6,2.1,.737,2.2,4.6,6.8,1.2,0.8,1.0,1.7,3.2,7.9
4025,Mychal Thompson,Career,,,NBA,,935,454,29.7,5.6,11.0,.504,0.0,0.0,.083,5.6,11.0,.504,.504,2.6,4.0,.655,2.4,5.1,7.4,2.3,0.7,1.1,2.3,2.9,13.7
4026,Mychel Thompson,Career,,,NBA,,5,3,19.0,1.4,4.8,.292,0.8,2.2,.364,0.6,2.6,.231,.375,0.0,0.0,,0.0,1.0,1.0,1.4,0.4,0.2,1.0,1.6,3.6
4027,Paul Thompson,Career,,,NBA,,154,45,20.2,3.7,8.5,.432,0.1,0.5,.210,3.6,8.0,.447,.438,1.4,1.8,.792,1.3,2.1,3.5,1.5,0.9,0.5,1.0,2.3,8.9
4028,Stephen Thompson,Career,,,NBA,,19,0,4.8,0.7,1.9,.378,0.0,0.1,.000,0.7,1.9,.389,.378,0.2,0.4,.375,0.6,0.4,1.0,0.4,0.3,0.2,0.3,0.5,1.6
4029,Tristan Thompson,Career,,,NBA,,507,336,28.1,3.6,7.0,.518,0.0,0.0,.000,3.6,6.9,.520,.518,1.9,3.1,.609,3.3,5.1,8.5,0.8,0.5,0.7,1.1,2.4,9.1
4032,Al Thornton,Career,,,NBA,,296,167,28.0,4.6,10.2,.452,0.3,0.9,.293,4.4,9.3,.467,.465,2.4,3.2,.747,1.3,2.8,4.2,1.2,0.6,0.5,1.4,2.6,11.9
4033,Bob Thornton,Career,,,NBA,,283,30,12.0,1.1,2.5,.444,0.0,0.0,.222,1.1,2.5,.447,.446,0.7,1.3,.558,0.9,1.6,2.5,0.3,0.3,0.1,0.7,2.0,3.0
4035,Marcus Thornton,Career,,,NBA,,483,135,23.4,4.4,10.4,.425,1.5,4.2,.358,2.9,6.1,.471,.498,1.6,1.9,.830,0.8,1.9,2.8,1.4,0.8,0.1,1.0,1.5,11.9
4036,Sindarius Thornwell,Career,,,NBA,,52,8,12.9,1.1,2.5,.443,0.3,0.8,.400,0.8,1.8,.462,.504,0.7,1.0,.654,0.3,1.2,1.4,0.7,0.6,0.3,0.6,1.5,3.2
4037,Otis Thorpe,Career,,,NBA,,1257,989,31.7,5.5,10.0,.546,0.0,0.1,.047,5.5,10.0,.548,.546,3.1,4.5,.687,2.7,5.5,8.2,2.2,0.7,0.4,2.2,3.3,14.0
4038,Sedale Threatt,Career,,,NBA,,951,304,23.6,4.1,8.5,.485,0.2,0.7,.293,3.9,7.8,.501,.496,1.4,1.7,.815,0.4,1.4,1.8,3.8,1.2,0.1,1.4,2.3,9.8
4043,Darren Tillis,Career,,,NBA,,124,5,10.1,1.5,3.5,.423,0.0,0.0,.000,1.5,3.5,.426,.423,0.5,0.7,.626,0.9,1.6,2.5,0.3,0.2,0.7,0.6,2.0,3.4
4046,Jamaal Tinsley,Career,,,NBA,,547,404,26.4,3.2,8.2,.393,0.7,2.4,.299,2.5,5.8,.432,.437,1.3,1.9,.716,0.6,2.3,2.9,6.1,1.4,0.3,2.5,2.4,8.5
4047,Wayman Tisdale,Career,,,NBA,,840,534,28.4,6.4,12.6,.505,0.0,0.0,.000,6.4,12.6,.506,.505,2.6,3.4,.760,1.9,4.2,6.1,1.3,0.6,0.6,1.7,3.3,15.3
4048,Mike Tobey,Career,,,NBA,,2,0,12.5,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.0,0.0,,1.0,0.5,1.5,0.5,0.0,0.0,0.5,1.0,1.0
4050,Ray Tolbert,Career,,,NBA,,261,2,10.7,1.5,3.1,.495,0.0,0.0,.000,1.5,3.0,.499,.495,0.5,1.0,.544,0.8,1.5,2.3,0.5,0.3,0.4,0.8,1.6,3.6
4051,Tom Tolbert,Career,,,NBA,,312,120,18.2,2.4,5.3,.460,0.1,0.3,.296,2.3,5.0,.470,.468,1.6,2.2,.716,1.3,2.7,4.0,0.9,0.4,0.3,1.1,2.4,6.5
4052,Anthony Tolliver,Career,,,NBA,,579,84,20.1,2.1,5.1,.417,1.2,3.2,.369,0.9,1.9,.497,.532,0.9,1.2,.771,0.8,2.6,3.5,0.9,0.4,0.3,0.7,1.7,6.3
4054,Rudy Tomjanovich,Career,,,NBA,,768,,33.5,7.3,14.6,.501,0.3,1.1,.262,7.3,14.5,.504,.502,2.7,3.5,.784,2.2,5.2,8.1,2.0,0.7,0.3,1.6,2.5,17.4
4055,Andrew Toney,Career,,,NBA,,468,246,26.9,6.1,12.2,.500,0.3,0.9,.342,5.8,11.4,.512,.512,3.4,4.3,.797,0.5,1.7,2.2,4.2,0.8,0.2,3.0,2.9,15.9
4056,Sedric Toney,Career,,,NBA,,112,9,12.6,1.2,3.4,.365,0.3,0.8,.341,1.0,2.6,.372,.406,0.9,1.1,.781,0.2,0.7,0.9,2.1,0.4,0.0,1.0,1.4,3.7
4058,Andy Toolson,Career,,,NBA,,60,15,8.7,1.0,2.4,.397,0.3,0.7,.341,0.7,1.7,.422,.449,0.5,0.6,.757,0.5,0.7,1.2,0.5,0.2,0.0,0.4,1.2,2.7
4060,Bernard Toone,Career,,,NBA,,23,,5.4,1.0,2.8,.359,0.0,0.3,.143,1.0,2.5,.386,.367,0.3,0.4,.800,0.5,1.0,1.5,0.5,0.2,0.2,0.7,0.9,2.4
4063,Oscar Torres,Career,,,NBA,,82,13,14.4,1.8,4.6,.401,0.5,1.7,.317,1.3,2.9,.450,.459,1.2,1.5,.768,0.6,1.0,1.6,0.5,0.4,0.1,0.7,0.9,5.4
4066,Axel Toupane,Career,,,NBA,,25,0,14.1,1.2,3.2,.380,0.6,1.8,.318,0.6,1.4,.457,.468,0.5,0.7,.765,0.3,1.0,1.3,0.6,0.3,0.3,0.2,1.8,3.5
4067,Monte Towe,Career,,,TOT,,115,,8.6,1.1,2.8,.404,0.1,0.7,.214,1.0,2.4,.433,.418,0.5,0.6,.783,0.1,0.7,0.8,1.9,0.5,0.0,1.3,1.3,2.8
4068,Keith Tower,Career,,,NBA,,53,2,7.8,0.7,1.7,.429,0.0,0.0,.000,0.7,1.7,.433,.429,0.4,0.7,.556,0.5,0.8,1.3,0.1,0.1,0.2,0.4,1.3,1.8
4070,Linton Townes,Career,,,NBA,,60,0,9.1,1.8,4.1,.440,0.2,0.4,.360,1.7,3.7,.448,.458,0.5,0.7,.750,0.5,0.6,1.1,0.5,0.3,0.1,0.6,1.4,4.3
4071,Karl-Anthony Towns,Career,,,NBA,,230,230,34.7,8.3,15.4,.543,1.0,2.6,.381,7.4,12.8,.576,.575,3.7,4.4,.836,3.1,8.5,11.6,2.3,0.7,1.5,2.3,3.1,21.3
4072,Raymond Townsend,Career,,,NBA,,154,0,13.1,2.0,4.9,.411,0.1,0.4,.171,2.0,4.6,.423,.415,0.8,1.1,.703,0.3,0.7,1.0,1.4,0.6,0.1,0.8,1.3,4.8
4074,John Trapp,Career,,,TOT,,303,,17.3,3.0,7.1,.420,0.0,0.1,.000,3.0,7.1,.421,.420,1.3,1.8,.717,1.1,1.9,4.4,1.0,,,1.0,3.1,7.2
4075,Robert Traylor,Career,,,NBA,,438,73,14.3,1.9,4.1,.474,0.0,0.1,.167,1.9,4.0,.478,.475,0.9,1.6,.577,1.5,2.2,3.7,0.7,0.6,0.7,0.9,2.5,4.8
4076,Gary Trent,Career,,,NBA,,506,130,19.5,3.5,7.1,.501,0.0,0.1,.080,3.5,7.0,.507,.501,1.5,2.4,.643,1.7,2.8,4.5,1.0,0.4,0.3,1.2,2.2,8.6
4077,Jeff Trepagnier,Career,,,NBA,,31,0,8.7,1.1,3.3,.337,0.2,0.4,.462,0.9,2.8,.318,.366,0.5,0.6,.700,0.5,0.8,1.4,0.7,0.6,0.1,0.8,0.6,2.8
4080,Kelly Tripucka,Career,,,NBA,,707,575,29.6,6.3,13.3,.473,0.2,0.7,.361,6.0,12.6,.479,.482,4.4,5.2,.849,1.3,2.5,3.8,3.0,1.0,0.2,2.4,2.3,17.2
4081,Ansley Truitt,Career,,,ABA,,16,,5.4,1.1,2.6,.429,0.0,0.0,,1.1,2.6,.429,.429,0.2,0.6,.333,0.6,1.8,2.4,0.1,,,0.4,0.6,2.4
4082,Cezary Trybanski,Career,,,NBA,,22,0,4.6,0.2,1.1,.208,0.0,0.0,,0.2,1.1,.208,.208,0.2,0.5,.417,0.3,0.4,0.7,0.0,0.0,0.3,0.5,0.7,0.7
4083,Jake Tsakalidis,Career,,,NBA,,315,168,15.9,1.8,3.8,.490,0.0,0.0,.000,1.8,3.8,.490,.490,1.1,1.6,.657,1.4,2.5,3.9,0.3,0.2,0.7,0.9,2.2,4.8
4086,Nikoloz Tskitishvili,Career,,,NBA,,172,16,11.3,1.1,3.6,.304,0.3,1.1,.235,0.9,2.6,.332,.338,0.5,0.7,.730,0.6,1.2,1.8,0.7,0.3,0.3,0.7,1.3,2.9
4088,Alando Tucker,Career,,,NBA,,51,1,8.4,1.5,3.6,.423,0.2,0.7,.294,1.3,2.9,.453,.451,0.9,1.2,.783,0.6,0.4,1.0,0.3,0.1,0.0,0.4,0.4,4.1
4089,Anthony Tucker,Career,,,NBA,,62,13,15.8,1.5,3.4,.457,0.0,0.0,.000,1.5,3.4,.459,.457,0.8,1.3,.614,0.7,2.0,2.7,1.1,0.7,0.2,0.9,2.1,3.9
4091,P.J. Tucker,Career,,,NBA,,479,303,27.8,2.7,6.4,.427,0.8,2.3,.352,1.9,4.0,.470,.491,1.1,1.5,.754,1.6,4.1,5.7,1.5,1.2,0.2,1.0,2.3,7.4
4092,Trent Tucker,Career,,,NBA,,756,207,20.7,3.4,7.4,.461,0.8,1.9,.408,2.7,5.6,.478,.512,0.6,0.8,.754,0.7,1.3,2.0,2.0,0.9,0.1,0.8,2.1,8.2
4093,Ronny Turiaf,Career,,,NBA,,473,105,17.0,1.8,3.4,.533,0.0,0.0,.000,1.8,3.4,.535,.533,1.1,1.7,.636,1.1,2.6,3.7,1.3,0.4,1.3,0.8,2.4,4.7
4094,Mirsad Turkcan,Career,,,NBA,,17,0,5.3,0.8,2.2,.368,0.0,0.4,.000,0.8,1.9,.438,.368,0.3,0.5,.625,0.8,1.2,1.9,0.3,0.2,0.1,0.5,0.8,1.9
4095,Hedo Turkoglu,Career,,,NBA,,997,571,26.8,3.9,9.1,.426,1.2,3.3,.384,2.6,5.8,.450,.495,2.1,2.7,.784,0.6,3.3,4.0,2.8,0.8,0.3,1.6,2.4,11.1
4096,Andre Turner,Career,,,NBA,,170,4,14.8,1.8,4.3,.422,0.1,0.3,.237,1.7,3.9,.439,.432,0.8,1.1,.764,0.4,1.2,1.5,3.1,0.8,0.0,1.2,1.2,4.5
4098,Elston Turner,Career,,,NBA,,505,97,17.8,2.1,4.8,.432,0.0,0.1,.152,2.1,4.7,.437,.433,0.6,0.8,.714,1.1,1.6,2.7,1.8,0.9,0.1,0.9,1.8,4.7
4099,Evan Turner,Career,,,NBA,,593,281,27.9,4.1,9.5,.432,0.4,1.4,.298,3.7,8.2,.454,.453,1.6,2.0,.785,0.6,4.3,4.8,3.5,0.8,0.3,1.9,2.0,10.3
4101,Henry Turner,Career,,,NBA,,66,1,7.0,1.2,2.7,.453,0.0,0.1,.250,1.2,2.6,.462,.458,0.9,1.5,.600,0.6,0.6,1.2,0.4,0.4,0.1,0.6,0.9,3.4
4105,Jeff Turner,Career,,,NBA,,612,235,18.4,2.5,5.4,.467,0.1,0.3,.344,2.4,5.1,.475,.478,0.9,1.1,.769,1.0,2.3,3.3,1.0,0.4,0.1,1.1,2.9,6.0
4106,John Turner,Career,,,NBA,,42,0,8.2,1.0,2.3,.439,0.0,0.0,,1.0,2.3,.439,.439,0.7,1.4,.525,0.9,1.0,1.9,0.3,0.1,0.1,0.8,1.0,2.8
4107,Myles Turner,Career,,,NBA,,187,154,27.8,5.0,9.9,.504,0.4,1.3,.350,4.6,8.6,.526,.526,2.4,3.1,.778,1.5,5.1,6.6,1.1,0.7,1.9,1.3,3.0,12.9
4108,Wayne Turner,Career,,,NBA,,3,0,13.7,0.3,2.0,.167,0.0,0.0,,0.3,2.0,.167,.167,0.7,2.0,.333,0.3,0.7,1.0,1.7,0.0,0.0,1.0,1.3,1.3
4109,Melvin Turpin,Career,,,NBA,,361,127,19.0,3.6,7.0,.516,0.0,0.0,.111,3.6,6.9,.518,.516,1.3,1.7,.777,1.6,3.0,4.6,0.5,0.4,1.0,1.2,2.4,8.5
4110,Dave Twardzik,Career,,,TOT,,536,,24.7,3.1,5.9,.527,0.0,0.2,.245,3.1,5.8,.532,.529,3.1,3.8,.821,0.8,1.6,2.4,3.4,1.4,0.1,2.2,2.7,9.3
4112,B.J. Tyler,Career,,,NBA,,55,8,14.7,1.3,3.4,.381,0.3,0.9,.314,1.0,2.5,.406,.423,0.6,0.9,.700,0.2,0.9,1.1,3.2,0.7,0.0,1.8,1.1,3.5
4113,Jeremy Tyler,Career,,,NBA,,104,23,9.9,1.5,3.4,.450,0.0,0.0,.000,1.5,3.3,.451,.450,0.6,1.0,.557,0.9,1.6,2.6,0.2,0.2,0.4,0.7,1.6,3.6
4114,Terry Tyler,Career,,,NBA,,871,255,25.0,4.4,9.1,.484,0.0,0.1,.122,4.4,9.0,.488,.485,1.4,2.0,.703,1.8,3.5,5.4,1.2,0.9,1.5,1.3,2.2,10.2
4116,Edwin Ubiles,Career,,,NBA,,4,0,13.0,1.3,4.5,.278,0.3,1.3,.200,1.0,3.3,.308,.306,0.8,0.8,1.000,0.5,2.0,2.5,0.3,0.3,0.3,0.3,0.3,3.5
4117,Ekpe Udoh,Career,,,NBA,,320,55,16.6,1.5,3.3,.440,0.0,0.0,.000,1.5,3.3,.441,.440,0.9,1.3,.725,1.3,1.8,3.1,0.7,0.5,1.2,0.6,2.1,3.8
4118,Ime Udoka,Career,,,NBA,,316,80,18.1,1.9,4.7,.417,0.7,1.9,.356,1.3,2.7,.461,.492,0.6,0.8,.705,0.7,2.2,2.9,1.0,0.7,0.2,0.7,1.7,5.2
4119,Beno Udrih,Career,,,NBA,,831,272,21.9,3.3,7.1,.463,0.6,1.6,.349,2.7,5.5,.496,.502,1.2,1.5,.833,0.4,1.7,2.1,3.4,0.7,0.1,1.4,1.5,8.4
4120,Roko Ukic,Career,,,NBA,,85,0,11.6,1.6,4.2,.387,0.2,0.9,.189,1.4,3.3,.439,.407,0.6,0.8,.746,0.3,0.6,0.9,1.9,0.4,0.0,0.8,1.0,4.0
4121,Tyler Ulis,Career,,,NBA,,117,52,20.4,2.8,7.1,.400,0.4,1.5,.261,2.4,5.5,.438,.428,1.0,1.2,.790,0.3,1.3,1.6,3.8,0.9,0.1,1.4,1.4,7.0
4122,Wes Unseld,Career,,,NBA,,984,,36.4,4.4,8.7,.509,0.0,0.0,.500,4.4,8.7,.509,.509,1.9,3.0,.633,3.5,8.4,14.0,3.9,1.1,0.6,1.9,2.8,10.8
4124,Kelvin Upshaw,Career,,,NBA,,120,1,12.7,2.2,4.9,.453,0.1,0.5,.237,2.1,4.4,.477,.465,0.8,1.1,.795,0.3,0.9,1.2,2.1,0.7,0.1,1.0,1.8,5.4
4125,Jarrod Uthoff,Career,,,NBA,,9,0,12.8,1.8,4.2,.421,0.3,1.0,.333,1.4,3.2,.448,.461,0.6,0.8,.714,0.9,1.6,2.4,1.0,0.2,0.4,0.3,0.9,4.4
4126,Ben Uzoh,Career,,,NBA,,60,8,13.5,1.6,4.1,.395,0.1,0.2,.333,1.6,3.9,.397,.401,0.7,1.3,.587,0.8,1.3,2.1,2.2,0.5,0.2,0.7,1.0,4.0
4128,Jonas Valanciunas,Career,,,NBA,,420,414,25.6,4.5,8.1,.558,0.1,0.1,.451,4.5,8.0,.559,.561,2.4,3.1,.783,2.6,5.8,8.5,0.7,0.4,1.0,1.5,2.8,11.5
4129,Darnell Valentine,Career,,,NBA,,620,345,23.2,3.2,7.4,.437,0.1,0.3,.261,3.1,7.1,.443,.442,2.2,2.8,.787,0.6,1.6,2.1,5.0,1.5,0.1,2.0,2.2,8.7
4130,Denzel Valentine,Career,,,NBA,,119,32,22.6,2.8,7.2,.392,1.5,4.2,.365,1.3,3.0,.430,.498,0.4,0.5,.797,0.4,3.6,4.1,2.2,0.6,0.1,1.0,2.0,7.6
4131,Ronnie Valentine,Career,,,NBA,,24,,5.1,1.5,4.1,.378,0.0,0.1,.500,1.5,4.0,.375,.383,0.4,0.8,.474,0.4,0.8,1.3,0.3,0.3,0.2,0.7,1.0,3.5
4136,Jan van Breda Kolff,Career,,,TOT,,598,0,23.0,2.2,4.9,.444,0.0,0.1,.282,2.2,4.9,.446,.445,1.8,2.2,.821,1.3,3.0,4.3,2.0,0.8,0.8,1.5,2.6,6.2
4137,Nick Van Exel,Career,,,NBA,,880,670,32.9,5.3,13.0,.405,1.7,4.9,.357,3.5,8.2,.433,.471,2.1,2.7,.794,0.4,2.5,2.9,6.6,0.8,0.1,2.1,1.6,14.4
4138,Keith Van Horn,Career,,,NBA,,575,463,31.6,5.9,13.3,.443,1.0,2.9,.361,4.9,10.4,.466,.482,3.2,3.8,.835,2.0,4.8,6.8,1.6,0.8,0.5,2.2,3.0,16.0
4140,Dennis Van Zant,Career,,,ABA,,1,,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,2.0,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
4142,Logan Vander Velden,Career,,,NBA,,15,0,2.1,0.2,0.9,.214,0.0,0.3,.000,0.2,0.6,.333,.214,0.2,0.3,.750,0.1,0.3,0.4,0.1,0.0,0.0,0.0,0.3,0.6
4144,Kiki Vandeweghe,Career,,,NBA,,810,548,30.3,7.6,14.4,.525,0.3,0.7,.368,7.3,13.7,.533,.534,4.3,4.9,.872,1.1,2.3,3.4,2.1,0.6,0.3,1.6,1.9,19.7
4145,Nick Vanos,Career,,,NBA,,68,14,12.4,1.3,3.4,.383,0.0,0.0,.000,1.3,3.4,.386,.383,0.7,1.2,.561,1.3,2.2,3.5,0.9,0.3,0.4,1.0,1.9,3.3
4146,David Vanterpool,Career,,,NBA,,22,0,18.7,2.1,5.0,.418,0.0,0.3,.000,2.1,4.7,.442,.418,1.4,2.3,.600,0.7,1.0,1.7,3.0,1.0,0.1,1.7,2.0,5.5
4147,Fred VanVleet,Career,,,NBA,,95,0,14.8,2.2,5.3,.409,0.9,2.2,.404,1.3,3.1,.413,.492,0.9,1.0,.856,0.2,1.7,2.0,2.2,0.7,0.2,0.7,1.4,6.1
4148,Ratko Varda,Career,,,NBA,,1,0,6.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,1.0,1.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0
4149,Anderson Varejao,Career,,,NBA,,627,209,24.0,2.9,5.6,.510,0.0,0.1,.024,2.9,5.6,.516,.511,1.5,2.4,.631,2.4,4.8,7.2,1.2,0.9,0.6,0.9,2.6,7.3
4150,Jarvis Varnado,Career,,,NBA,,37,0,10.7,1.1,1.8,.582,0.0,0.0,,1.1,1.8,.582,.582,0.8,1.5,.518,0.6,1.4,1.9,0.4,0.3,0.8,0.4,1.9,2.9
4151,Greivis Vasquez,Career,,,NBA,,401,157,23.7,3.4,8.2,.418,1.0,2.9,.349,2.4,5.3,.456,.480,1.1,1.3,.817,0.3,2.2,2.5,4.8,0.6,0.1,1.9,1.9,9.0
4153,David Vaughn,Career,,,ABA,,93,,27.9,4.7,11.1,.421,0.0,0.0,.000,4.7,11.1,.422,.421,1.4,2.5,.549,3.1,6.8,9.8,1.5,0.8,1.4,2.2,3.1,10.7
4154,David Vaughn,Career,,,NBA,,118,8,9.8,1.2,2.7,.423,0.0,0.0,.000,1.2,2.7,.425,.423,0.6,0.9,.638,1.1,1.9,3.1,0.3,0.3,0.4,0.8,1.8,2.9
4155,Jacque Vaughn,Career,,,NBA,,776,123,16.3,1.7,3.9,.429,0.1,0.3,.352,1.6,3.6,.437,.445,1.0,1.3,.779,0.2,1.1,1.3,2.5,0.5,0.0,1.0,1.6,4.5
4156,Rashad Vaughn,Career,,,NBA,,138,8,12.0,1.2,3.5,.338,0.6,1.9,.314,0.6,1.5,.366,.425,0.1,0.2,.692,0.1,1.0,1.1,0.5,0.4,0.2,0.3,0.9,3.1
4158,Loy Vaught,Career,,,NBA,,689,354,24.7,4.4,8.8,.504,0.0,0.1,.244,4.4,8.7,.508,.506,1.2,1.7,.718,2.2,4.9,7.1,0.9,0.7,0.3,1.2,2.4,10.1
4159,Bob Verga,Career,,,TOT,,342,,31.4,7.6,17.4,.438,0.4,1.3,.296,7.3,16.2,.449,.449,4.6,6.1,.749,1.9,2.0,3.9,2.9,0.6,0.0,3.1,2.9,20.2
4160,Pete Verhoeven,Career,,,NBA,,282,27,11.4,1.5,3.0,.505,0.0,0.0,.250,1.5,3.0,.506,.505,0.5,0.7,.689,1.0,1.3,2.3,0.5,0.5,0.2,0.6,2.2,3.5
4161,Jan Vesely,Career,,,NBA,,162,25,15.2,1.6,3.1,.521,0.0,0.0,.000,1.6,3.1,.523,.521,0.4,1.0,.408,1.4,2.1,3.5,0.6,0.7,0.5,0.8,2.4,3.6
4162,Gundars Vetra,Career,,,NBA,,13,0,6.8,1.5,3.1,.475,0.2,0.2,1.000,1.2,2.8,.432,.513,0.3,0.5,.667,0.3,0.3,0.6,0.5,0.2,0.0,0.2,0.9,3.5
4163,Joao Vianna,Career,,,NBA,,1,0,9.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0
4164,Charlie Villanueva,Career,,,NBA,,656,163,20.7,4.0,9.3,.435,1.1,3.2,.341,3.0,6.1,.484,.494,1.2,1.6,.772,1.2,3.4,4.6,0.8,0.5,0.5,1.0,2.2,10.4
4165,Jay Vincent,Career,,,NBA,,576,225,27.0,6.1,12.8,.474,0.0,0.0,.148,6.1,12.7,.475,.474,3.0,3.9,.784,1.7,3.8,5.5,2.0,0.7,0.3,1.9,2.8,15.2
4166,Sam Vincent,Career,,,NBA,,396,168,19.0,2.9,6.5,.449,0.0,0.2,.182,2.9,6.3,.458,.452,1.9,2.2,.863,0.4,1.7,2.1,3.9,0.7,0.2,1.7,1.5,7.8
4167,Marcus Vinicius,Career,,,NBA,,26,0,6.6,0.6,1.3,.457,0.3,0.7,.421,0.3,0.6,.500,.571,0.4,0.7,.556,0.1,0.6,0.7,0.3,0.1,0.1,0.3,0.5,1.9
4168,Fred Vinson,Career,,,NBA,,13,0,5.2,0.5,1.8,.250,0.2,1.0,.231,0.2,0.8,.273,.313,0.2,0.2,.667,0.0,0.1,0.1,0.1,0.2,0.0,0.5,0.5,1.3
4169,Claude Virden,Career,,,ABA,,31,,26.6,4.2,10.5,.398,0.0,0.1,.000,4.2,10.5,.400,.398,1.5,1.9,.780,1.6,3.4,5.0,2.4,,,1.6,2.7,9.9
4170,Gary Voce,Career,,,NBA,,1,0,4.0,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
4172,Alexander Volkov,Career,,,NBA,,149,31,16.5,2.6,5.7,.455,0.3,1.0,.333,2.3,4.8,.480,.483,1.3,2.1,.613,1.0,1.5,2.6,2.2,0.7,0.3,1.0,2.3,6.8
4174,Noah Vonleh,Career,,,NBA,,216,109,15.0,1.6,3.4,.453,0.1,0.4,.301,1.4,3.0,.474,.472,0.7,1.0,.683,1.3,3.2,4.5,0.4,0.3,0.3,0.7,1.7,3.9
4175,Jake Voskuhl,Career,,,NBA,,450,93,14.3,1.5,3.1,.487,0.0,0.0,.333,1.5,3.1,.488,.488,1.0,1.5,.714,1.2,2.2,3.4,0.5,0.3,0.4,0.8,2.6,4.0
4176,Danny Vranes,Career,,,NBA,,510,246,20.8,2.1,4.2,.496,0.0,0.0,.105,2.1,4.1,.499,.496,1.0,1.7,.570,1.5,2.4,3.9,1.2,0.7,0.5,1.0,2.7,5.1
4177,Slavko Vranes,Career,,,NBA,,1,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4178,Stojko Vrankovic,Career,,,NBA,,170,73,12.1,1.2,2.4,.477,0.0,0.0,,1.2,2.4,.477,.477,0.5,0.8,.598,0.9,2.1,3.0,0.3,0.1,1.1,0.8,1.9,2.8
4179,Brett Vroman,Career,,,NBA,,11,,8.5,0.9,2.5,.370,0.0,0.1,.000,0.9,2.4,.385,.370,1.3,1.7,.737,0.6,1.6,2.3,0.8,0.5,0.5,0.8,2.4,3.1
4180,Jackson Vroman,Career,,,NBA,,87,20,12.8,1.2,3.0,.408,0.0,0.0,.000,1.2,3.0,.412,.408,0.8,1.4,.580,1.1,1.9,3.0,0.6,0.4,0.3,1.0,2.1,3.3
